,¨K¨K,¨K¨J,¨K¡ú,¨J¨K,¨J¨J,¨J¡ú,¡ú¨K,¡ú¨J,¡ú¡ú 
2065,Jdp2,Rpap2,,Gpr85,,,,,
2066,Jph3,Rpf1,,Gpr87,,,,,
2067,Jrk,Rpgr,,Gprc5d,,,,,
2068,Junb,Rph3al,,Gpsm1,,,,,
2069,Kalrn,Rpl13,,Gpsm2,,,,,
2070,Kansl1l,Rpl24,,Gramd1c,,,,,
2071,Kars,Rpl30l1,,Gramd3,,,,,
2072,Kat2b,Rpp38,,Gramd4,,,,,
2073,Kat6b,Rprd1b,,Grasp,,,,,
2074,Katnb1,Rps25-ps1,,Grem1,,,,,
2075,Kazn,Rps6ka3,,Grhl1,,,,,
2076,Kcnb2,Rps6ka4,,Grhl2,,,,,
2077,Kcne5,Rps6kc1,,Gria1,,,,,
2078,Kcng1,Rpusd4,,Gria4,,,,,
2079,Kcng4,Rrad,,Grid1,,,,,
2080,Kcnh2,Rrm2b,,Grid2,,,,,
2081,Kcnk6,Rrnad1,,Grid2ip,,,,,
2082,Kcnk7,Rsad2,,Grik2,,,,,
2083,Kcnmb1,Rsbn1l,,Grik3,,,,,
2084,Kcnmb4,Rslcan18,,Grik4,,,,,
2085,Kcnrg,Rspo3,,Grin3a,,,,,
2086,Kctd10,Rtn1,,Grin3b,,,,,
2087,Kctd2,Rtn4r,,Grip2,,,,,
2088,Kctd3,Rtp4,,Grk5,,,,,
2089,Kctd4,Rufy3,,Grm6,,,,,
2090,Kctd9,Rwdd2a,,Grpel2,,,,,
2091,Kdm5c,Rwdd4,,Grwd1,,,,,
2092,Khdrbs1,S100a16,,Gsc,,,,,
2093,Khsrp,S100a4,,Gsdma,,,,,
2094,Kif13a,S100a6,,Gskip,,,,,
2095,Kif16b,SCARNA2,,Gss,,,,,
2096,Kif18a,SNORA20,,Gsta3,,,,,
2097,Kif18b,SNORA27,,Gsta4,,,,,
2098,Kif1b,SNORA31,,Gstcd,,,,,
2099,Kif1bp,SNORA38,,Gstm7,,,,,
2100,Kif1c,SNORA40,,Gsto1,,,,,
2101,Kif3b,SNORA48,,Gsto2,,,,,
2102,Kif4a,SNORA5,,Gstz1,,,,,
2103,Kif5a,SNORA57,,Gtf2a1l,,,,,
2104,Kif5c,SNORA63,,Gtf2e1,,,,,
2105,Kirrel,SNORA7,,Gtf2f1,,,,,
2106,Klc4,SNORA74,,Gtf2h4,,,,,
2107,Klf13,SNORA79,,Gtf2i,,,,,
2108,Klf3,SNORA9,,Gtf2ird1,,,,,
2109,Klf5,SNORD17,,Gtf3c2,,,,,
2110,Klf7,SNORD36,,Gtpbp3,,,,,
2111,Klf9,SNORD46,,Guf1,,,,,
2112,Klhdc4,SNORD69,,Gzf1,,,,,
2113,Klhdc9,SNORD86,,H2afy2,,,,,
2114,Klhl11,Sap30,,Hacd2,,,,,
2115,Klhl20,Sapcd2,,Hacd3,,,,,
2116,Klhl22,Sart3,,Hao1,,,,,
2117,Klhl30,Sat1,,Hapln4,,,,,
2118,Klhl4,Satb2,,Harbi1,,,,,
2119,Klhl40,Sbf1,,Hars2,,,,,
2120,Klhl7,Sbk1,,Haus1,,,,,
2121,Klhl8,Scarb1,,Haus3,,,,,
2122,Klra2,Scarf1,,Haus4,,,,,
2123,Klra5,Scarf2,,Haus6,,,,,
2124,Kmt5a,Scfd2,,Haus7,,,,,
2125,Knstrn,Scml4,,Hbb,,,,,
2126,Kntc1,Scn3a,,Hbe1,,,,,
2127,Kpna1,Scn8a,,Hbegf,,,,,
2128,Kpna3,Scn9a,,Hcn4,,,,,
2129,Kpnb1,Scnn1a,,Hdac1,,,,,
2130,Krcc1,Scrib,,Hdac11,,,,,
2131,Kremen2,Scrn2,,Hdac1l,,,,,
2132,Krr1,Scube2,,Hdac4,,,,,
2133,Krt26,Scube3,,Hdac6,,,,,
2134,Ksr1,Scx,,Hdac9,,,,,
2135,Kxd1,Sdc4,,Hdx,,,,,
2136,Kyat1,Sdf2l1,,Heatr5b,,,,,
2137,L1cam,Sec16a,,Hebp2,,,,,
2138,L2hgdh,Sec61-ps,,Heca,,,,,
2139,L3hypdh,Sema3d,,Hecw1,,,,,
2140,LOC100359563,Sema3e,,Hecw2,,,,,
2141,LOC100359583,Sema4d,,Helz2,,,,,
2142,LOC100359600,Senp8,,Hephl1,,,,,
2143,LOC100359616,Sephs1,,Herc3,,,,,
2144,LOC100359668,Sepsecs,,Herpud1,,,,,
2145,LOC100359687,1-Sep,,Hes2,,,,,
2146,LOC100359951,3-Sep,,Hes6,,,,,
2147,LOC100359986,Serpinb2,,Hexa,,,,,
2148,LOC100360087,Serpinb6,,Hexim2,,,,,
2149,LOC100360117,Serpine3,,Hey1,,,,,
2150,LOC100360260,Serpinh1,,Hey2,,,,,
2151,LOC100360413,Sertad3,,Hfm1,,,,,
2152,LOC100360439,Sesn1,,Hgd,,,,,
2153,LOC100360449,Setd4,,Hgfac,,,,,
2154,LOC100360491,Setd7,,Hid1,,,,,
2155,LOC100360619,Sez6l2,,Hif3a,,,,,
2156,LOC100360647,Sf3a2,,Higd1c,,,,,
2157,LOC100360654,Sfmbt2,,Hilpda,,,,,
2158,LOC100360750,Sftpa1,,Hint2,,,,,
2159,LOC100360781,Sfxn2,,Hint3,,,,,
2160,LOC100360791,Sgk1,,Hist1h1b,,,,,
2161,LOC100360846,Sgsm3,,Hist1h1d,,,,,
2162,LOC100360908,Sh2b2,,Hist1h1t,,,,,
2163,LOC100361008,Sh2d1a,,Hist1h2aa,,,,,
2164,LOC100361025,Sh2d1b,,Hist1h2ac,,,,,
2165,LOC100361060,Sh2d1b2,,Hist1h2ba,,,,,
2166,LOC100361180,Sh2d4a,,Hist1h2bl,,,,,
2167,LOC100361240,Sh3bp1,,Hist3h2ba,,,,,
2168,LOC100361259,Sh3bp5,,Hist3h2bb,,,,,
2169,LOC100361265,Sh3bp5l,,Hivep1,,,,,
2170,LOC100361388,Sh3d19,,Hk1,,,,,
2171,LOC100361645,Sh3d21,,Hlcs,,,,,
2172,LOC100361854,Sh3gl2,,Hltf,,,,,
2173,LOC100361879,Sh3rf1,,Hmbs,,,,,
2174,LOC100361898,Shank2,,Hmces,,,,,
2175,LOC100361913,Shank3,,Hmga2,,,,,
2176,LOC100361934,Sharpin,,Hmmr,,,,,
2177,LOC100361944,Shbg,,Hmox2,,,,,
2178,LOC100362149,Shc1,,Hnmt,,,,,
2179,LOC100362298,Shc4,,Hnrnph2,,,,,
2180,LOC100362333,Shf,,Hnrnpr,,,,,
2181,LOC100362339,Shisa2,,Homer1,,,,,
2182,LOC100362366,Shisa3,,Hormad2,,,,,
2183,LOC100362384,Shisa4,,Hoxa11,,,,,
2184,LOC100362400,Shpk,,Hoxa3,,,,,
2185,LOC100362432,Shroom2,,Hoxa4,,,,,
2186,LOC100362453,Siah2,,Hoxa9,,,,,
2187,LOC100362684,Sil1,,Hoxc10,,,,,
2188,LOC100362751,Sim1,,Hoxc11,,,,,
2189,LOC100362987,Sipa1,,Hoxd11,,,,,
2190,LOC100363268,Sipa1l3,,Hoxd13,,,,,
2191,LOC100363289,Sirt7,,Hp,,,,,
2192,LOC100363452,Six4,,Hpca,,,,,
2193,LOC100363469,Skida1,,Hpdl,,,,,
2194,LOC100363472,Slamf8,,Hpgd,,,,,
2195,LOC100363502,Slc10a6,,Hpn,,,,,
2196,LOC100363537,Slc12a1,,Hpx,,,,,
2197,LOC100364116,Slc12a3,,Hr,,,,,
2198,LOC100364191,Slc12a4,,Hrasls,,,,,
2199,LOC100364435,Slc12a7,,Hrasls5,,,,,
2200,LOC100364457,Slc16a10,,Hrc,,,,,
2201,LOC100364835,Slc16a6,,Hrct1,,,,,
2202,LOC100365062,Slc17a6,,Hs1bp3,,,,,
2203,LOC100365810,Slc22a13,,Hs3st3b1,,,,,
2204,LOC100365839,Slc22a18,,Hs3st5,,,,,
2205,LOC100366030,Slc24a1,,Hs6st1,,,,,
2206,LOC100909441,Slc24a4,,Hs6st3,,,,,
2207,LOC100909481,Slc25a19,,Hsd11b1,,,,,
2208,LOC100909505,Slc25a2,,Hsd11b2,,,,,
2209,LOC100909548,Slc25a20,,Hsd17b4,,,,,
2210,LOC100909657,Slc25a21,,Hsf1,,,,,
2211,LOC100909664,Slc25a24,,Hsf2,,,,,
2212,LOC100909836,Slc25a26,,Hsf4,,,,,
2213,LOC100909849,Slc25a28,,Hsh2d,,,,,
2214,LOC100909878,Slc25a29,,Hspa13,,,,,
2215,LOC100909911,Slc25a34,,Hspa1a,,,,,
2216,LOC100909912,Slc25a40,,Hspa1b,,,,,
2217,LOC100910046,Slc25a45,,Hspa5,,,,,
2218,LOC100910130,Slc26a9,,Hspb2,,,,,
2219,LOC100910143,Slc27a1,,Hsph1,,,,,
2220,LOC100910163,Slc27a5,,Htatip2,,,,,
2221,LOC100910245,Slc29a4,,Htr2a,,,,,
2222,LOC100910438,Slc2a4,,Htr2b,,,,,
2223,LOC100910446,Slc2a6,,Htr2c,,,,,
2224,LOC100910528,Slc2a8,,Huwe1,,,,,
2225,LOC100910554,Slc30a1,,Hyal1,,,,,
2226,LOC100910581,Slc30a6,,Hyi,,,,,
2227,LOC100910636,Slc35e1,,Iba57,,,,,
2228,LOC100910669,Slc35e2b,,Ibsp,,,,,
2229,LOC100910710,Slc38a5,,Ibtk,,,,,
2230,LOC100910721,Slc38a6,,Ice2,,,,,
2231,LOC100910754,Slc38a8,,Icoslg,,,,,
2232,LOC100910801,Slc38a9,,Id1,,,,,
2233,LOC100910807,Slc39a3,,Id4,,,,,
2234,LOC100910833,Slc43a1,,Ide,,,,,
2235,LOC100911101,Slc43a2,,Idh1,,,,,
2236,LOC100911107,Slc45a4,,Idh3g,,,,,
2237,LOC100911166,Slc4a1,,Idnk,,,,,
2238,LOC100911186,Slc4a11,,Ids,,,,,
2239,LOC100911204,Slc4a4,,Ifi44,,,,,
2240,LOC100911217,Slc52a2,,Ifi44l,,,,,
2241,LOC100911225,Slc5a11,,Ifitm10,,,,,
2242,LOC100911238,Slc7a10,,Ifitm5,,,,,
2243,LOC100911248,Slc7a6os,,Ifitm6,,,,,
2244,LOC100911252,Slc9a3,,Ifna4,,,,,
2245,LOC100911337,Slc9a6,,Ifngr1,,,,,
2246,LOC100911374,Slc9a8,,Ift46,,,,,
2247,LOC100911403,Slc9c1,,Ift74,,,,,
2248,LOC100911417,Slf1,,Ift80,,,,,
2249,LOC100911440,Slfn5,,Ift81,,,,,
2250,LOC100911483,Slitrk5,,Igf2bp3,,,,,
2251,LOC100911562,Slx1b,,Igfbp1,,,,,
2252,LOC100911575,Smad6,,Igfbp2,,,,,
2253,LOC100911576,Smad9,,Ighm,,,,,
2254,LOC100911685,Smarca1,,Igsf1,,,,,
2255,LOC100911692,Smarcd2,,Igsf11,,,,,
2256,LOC100911713,Smarcd3,,Igsf23,,,,,
2257,LOC100911807,Smc5,,Igsf3,,,,,
2258,LOC100911825,Smim1,,Igsf8,,,,,
2259,LOC100911830,Smim18,,Igsf9,,,,,
2260,LOC100911840,Smim19,,Ihh,,,,,
2261,LOC100911860,Smpd2,,Ikbkap,,,,,
2262,LOC100911956,Smpdl3a,,Ikbkb,,,,,
2263,LOC100911991,Snapc5,,Ikbke,,,,,
2264,LOC100911994,Snca,,Ikzf4,,,,,
2265,LOC100912024,Snrnp200,,Il11,,,,,
2266,LOC100912027,Snrnp25,,Il12a,,,,,
2267,LOC100912034,Snrpb,,Il12rb2,,,,,
2268,LOC100912070,Snrpb2,,Il13ra2,,,,,
2269,LOC100912076,Sntn,,Il17b,,,,,
2270,LOC100912163,Snx10,,Il18bp,,,,,
2271,LOC100912210,Snx13,,Il19,,,,,
2272,LOC100912261,Snx18,,Il1r1,,,,,
2273,LOC100912373,Snx30,,Il1rapl1,,,,,
2274,LOC100912427,Snx8,,Il1rapl2,,,,,
2275,LOC100912478,Snx9,,Il20rb,,,,,
2276,LOC100912481,Socs6,,Il22ra2,,,,,
2277,LOC100912534,Sod2,,Il2ra,,,,,
2278,LOC100912538,Soga1,,Il3ra,,,,,
2279,LOC100912578,Sorcs2,,Il6,,,,,
2280,LOC100912599,Sox11,,Il7,,,,,
2281,LOC100912642,Sox13,,Il9r,,,,,
2282,LOC102547059,Sox18,,Ilk,,,,,
2283,LOC102547219,Sox7,,Ilkap,,,,,
2284,LOC102547287,Sp4,,Imp3,,,,,
2285,LOC102547817,Spaca9,,Impact,,,,,
2286,LOC102548369,Sparcl1,,Impg1,,,,,
2287,LOC102549061,Spata20,,Inca1,,,,,
2288,LOC102549173,Spem1,,Inf2,,,,,
2289,LOC102549506,Spen,,Ing4,,,,,
2290,LOC102549714,Spink8,,Ing5,,,,,
2291,LOC102549726,Spock2,,Inha,,,,,
2292,LOC102549869,Spred3,,Inhba,,,,,
2293,LOC102549993,Spry1,,Inhbe,,,,,
2294,LOC102550036,Spryd4,,Ino80b,,,,,
2295,LOC102550080,Spsb1,,Ino80d,,,,,
2296,LOC102550314,Spsb2,,Inpp1,,,,,
2297,LOC102550441,Spsb4,,Inpp5a,,,,,
2298,LOC102550734,Sptlc3,,Inppl1,,,,,
2299,LOC102550797,Sqrdl,,Insc,,,,,
2300,LOC102551356,Src,,Insrr,,,,,
2301,LOC102551435,Srebf1,,Ints1,,,,,
2302,LOC102551744,Srgap3,,Ints10,,,,,
2303,LOC102552527,Srr,,Ints11,,,,,
2304,LOC102553099,Srrm4,,Ints13,,,,,
2305,LOC102553386,Sry,,Ints2,,,,,
2306,LOC102553760,Ssbp3,,Ints7,,,,,
2307,LOC102554034,Ssc5d,,Invs,,,,,
2308,LOC102554315,St3gal2,,Ipcef1,,,,,
2309,LOC102555453,St3gal4,,Ipo11,,,,,
2310,LOC102555635,St6galnac2,,Ipo7,,,,,
2311,LOC102556339,St8sia2,,Ipo8,,,,,
2312,LOC103689931,St8sia5,,Ipp,,,,,
2313,LOC103689943,Stac2,,Ippk,,,,,
2314,LOC103689954,Star,,Iqca1,,,,,
2315,LOC103689961,Stard5,,Iqcb1,,,,,
2316,LOC103689964,Stard8,,Iqcc,,,,,
2317,LOC103689968,Stat2,,Iqcd,,,,,
2318,LOC103689983,Stim1,,Iqcg,,,,,
2319,LOC103689999,Stk35,,Iqcj,,,,,
2320,LOC103690002,Stkld1,,Iqgap2,,,,,
2321,LOC103690013,Stoml1,,Iqsec3,,,,,
2322,LOC103690015,Strip2,,Iqub,,,,,
2323,LOC103690024,Stx11,,Irak2,,,,,
2324,LOC103690026,Stx1b,,Irf1,,,,,
2325,LOC103690038,Stx6,,Irf2bp1,,,,,
2326,LOC103690054,Stxbp1,,Irf7,,,,,
2327,LOC103690068,Sugp1,,Irx2,,,,,
2328,LOC103690317,Supt3h,,Isg20l2,,,,,
2329,LOC103690821,Susd4,,Isl1,,,,,
2330,LOC103690888,Suv39h2,,Islr,,,,,
2331,LOC103690996,Sv2a,,Islr2,,,,,
2332,LOC103691423,Sv2c,,Ism2,,,,,
2333,LOC103691744,Svip,,Isoc2b,,,,,
2334,LOC103691922,Swap70,,Isyna1,,,,,
2335,LOC103691939,Swsap1,,Itga10,,,,,
2336,LOC103692173,Syce1l,,Itga2,,,,,
2337,LOC103692471,Sycp1,,Itga4,,,,,
2338,LOC103692519,Syn1,,Itga6,,,,,
2339,LOC103692678,Syne3,,Itga7,,,,,
2340,LOC103692719,Syne4l1,,Itgad,,,,,
2341,LOC103692785,Syngr3,,Itgae,,,,,
2342,LOC103692829,Syngr4,,Itgb3,,,,,
2343,LOC103693015,Synm,,Itgb4,,,,,
2344,LOC103693375,Synpr,,Itgb5,,,,,
2345,LOC103693430,Syt14,,Itgb7,,,,,
2346,LOC103693776,Syt16,,Itgb8,,,,,
2347,LOC103694079,Syt3,,Itgbl1,,,,,
2348,LOC103694169,Tada2a,,Itih4,,,,,
2349,LOC103694380,Taf15,,Itk,,,,,
2350,LOC103694404,Tagln3,,Itpk1,,,,,
2351,LOC103694876,Tango6,,Itpka,,,,,
2352,LOC103694877,Tap1,,Itpr2,,,,,
2353,LOC108348047,Tarbp1,,Itpr3,,,,,
2354,LOC108348048,Tbc1d10a,,Itsn1,,,,,
2355,LOC108348055,Tbc1d10b,,Izumo1,,,,,
2356,LOC108348072,Tbc1d16,,Izumo4,,,,,
2357,LOC108348074,Tbc1d24,,Jag1,,,,,
2358,LOC108348080,Tbc1d7,,Jag2,,,,,
2359,LOC108348081,Tbcel,,Jagn1,,,,,
2360,LOC108348098,Tbkbp1,,Jaml,,,,,
2361,LOC108348101,Tbl2,,Jkamp,,,,,
2362,LOC108348111,Tbx19,,Jmjd4,,,,,
2363,LOC108348142,Tcea2,,Jmjd7,,,,,
2364,LOC108348143,Tcea3,,Josd2,,,,,
2365,LOC108348144,Tceal3,,Jph1,,,,,
2366,LOC108348173,Tceal5,,Jrkl,,,,,
2367,LOC108348287,Tceal6,,Jsrp1,,,,,
2368,LOC108348298,Tceanc,,Jup,,,,,
2369,LOC108349606,Tcf15,,Kank1,,,,,
2370,LOC108349682,Tcf20,,Kank4,,,,,
2371,LOC108350501,Tcf7,,Kansl2,,,,,
2372,LOC108350502,Tcof1,,Kantr,,,,,
2373,LOC108350839,Tdh,,Kat14,,,,,
2374,LOC108351063,Tdrd7,,Kat5,,,,,
2375,LOC108351482,Tec,,Kat8,,,,,
2376,LOC108351584,Tecpr1,,Katnal1,,,,,
2377,LOC108351703,Tekt1,,Katnal2,,,,,
2378,LOC108351936,Tex12,,Kbtbd11,,,,,
2379,LOC108352650,Tfap4,,Kbtbd2,,,,,
2380,LOC108352861,Tfcp2l1,,Kbtbd3,,,,,
2381,LOC108352928,Tfeb,,Kcmf1,,,,,
2382,LOC288978,Tfpt,,Kcna3,,,,,
2383,LOC294154,Tgfa,,Kcna6,,,,,
2384,LOC297756,Tgfb1i1,,Kcnc1,,,,,
2385,LOC300249,Tgif2-ps1,,Kcnc3,,,,,
2386,LOC303566,Thbs2,,Kcnd1,,,,,
2387,LOC306079,Thbs3,,Kcne2,,,,,
2388,LOC306766,Them6,,Kcnh3,,,,,
2389,LOC361346,Thop1,,Kcnip4,,,,,
2390,LOC364556,Thtpa,,Kcnj13,,,,,
2391,LOC367195,Thy1,,Kcnk1,,,,,
2392,LOC497940,Tigar,,Kcnk10,,,,,
2393,LOC497963,Tk2,,Kcnk13,,,,,
2394,LOC498154,Tkfc,,Kcnk4,,,,,
2395,LOC498555,Tlcd1,,Kcnma1,,,,,
2396,LOC498933,Tldc1,,Kcnmb2,,,,,
2397,LOC499240,Tle1,,Kcnmb3,,,,,
2398,LOC499643,Tle6,,Kcnn2,,,,,
2399,LOC499770,Tln1,,Kcnq1,,,,,
2400,LOC500948,Tlr12,,Kcnq5,,,,,
2401,LOC502109,Tm9sf2,,Kcnt2,,,,,
2402,LOC619574,Tmc5,,Kctd1,,,,,
2403,LOC679739,Tmco6,,Kctd13,,,,,
2404,LOC679748,Tmed1,,Kctd14,,,,,
2405,LOC679794,Tmeff2,,Kctd17,,,,,
2406,LOC680254,Tmem108,,Kctd19,,,,,
2407,LOC680512,Tmem116,,Kctd20,,,,,
2408,LOC680700,Tmem117,,Kctd6,,,,,
2409,LOC680910,Tmem120b,,Kdelc1,,,,,
2410,LOC681180,Tmem121,,Kdelc2,,,,,
2411,LOC681766,Tmem126a,,Kdelr2,,,,,
2412,LOC683897,Tmem134,,Kdf1,,,,,
2413,LOC683961,Tmem136,,Kdm4b,,,,,
2414,LOC684270,Tmem143,,Kdm6b,,,,,
2415,LOC684762,Tmem150c,,Kdsr,,,,,
2416,LOC684988,Tmem154,,Keap1,,,,,
2417,LOC685048,Tmem159,,Kera,,,,,
2418,LOC685273,Tmem161a,,Khdrbs2,,,,,
2419,LOC685431,Tmem168,,Khdrbs3,,,,,
2420,LOC685619,Tmem170a,,Khk,,,,,
2421,LOC685680,Tmem177,,Khnyn,,,,,
2422,LOC685963,Tmem203,,Kidins220,,,,,
2423,LOC686074,Tmem223,,Kif11,,,,,
2424,LOC687679,Tmem229b,,Kif15,,,,,
2425,LOC687780,Tmem243,,Kif17,,,,,
2426,LOC688583,Tmem245,,Kif1a,,,,,
2427,LOC688672,Tmem255a,,Kif20b,,,,,
2428,LOC688684,Tmem256,,Kif21a,,,,,
2429,LOC688899,Tmem260,,Kif21b,,,,,
2430,LOC688906,Tmem35,,Kif22,,,,,
2431,LOC689479,Tmem37,,Kif26b,,,,,
2432,LOC689899,Tmem41a,,Kif3a,,,,,
2433,LOC690096,Tmem51,,Kif3c,,,,,
2434,LOC690335,Tmem86a,,Kif6,,,,,
2435,LOC690384,Tmem88,,Kif7,,,,,
2436,LOC690422,Tmem91,,Kifap3,,,,,
2437,LOC690468,Tmlhe,,Kifc3,,,,,
2438,LOC690871,Tmod1,,Kit,,,,,
2439,LOC691170,Tmod2,,Kiz,,,,,
2440,LOC691254,Tmprss11f,,Klc1,,,,,
2441,LOC691716,Tmprss6,,Klf10,,,,,
2442,LOC691918,Tmprss7,,Klf16,,,,,
2443,LOC691921,Tnfrsf11b,,Klhl12,,,,,
2444,LRRTM1,Tnfrsf18,,Klhl17,,,,,
2445,Lactb,Tnfsf13b,,Klhl18,,,,,
2446,Lag3,Tnfsf15,,Klhl21,,,,,
2447,Lage3,Tnfsf9,,Klhl23,,,,,
2448,Lama5,Tnik,,Klhl24,,,,,
2449,Lamp1,Tnk1,,Klhl28,,,,,
2450,Lamp2,Tnks,,Klhl29,,,,,
2451,Lamtor2,Tnni3,,Klhl3,,,,,
2452,Lamtor3,Tnrc18,,Klhl32,,,,,
2453,Lamtor5,Tnrc6c,,Klhl41,,,,,
2454,Lap3,Tns1,,Klhl42,,,,,
2455,Laptm5,Tnxb,,Klhl6,,,,,
2456,Lasp1,Tom1l2,,Klk1,,,,,
2457,Layn,Tomm70,,Klk11,,,,,
2458,Lbp,Tor3a,,Klk14,,,,,
2459,Lcp1,Tor4a,,Klk1c3,,,,,
2460,Lcp2,Tox2,,Klrd1,,,,,
2461,Ldb1,Tp53i3,,Kmo,,,,,
2462,Ldhb,Tp53inp1,,Kmt2a,,,,,
2463,Leap2,Tpp1,,Kmt2d,,,,,
2464,Leng9,Tpra1,,Kmt5b,,,,,
2465,Lepr,Tpsab1,,Kmt5c,,,,,
2466,Leprot,Trabd2b,,Kpna4,,,,,
2467,Letm1,Traf3,,Kpna6,,,,,
2468,Letm2,Traf4,,Kptn,,,,,
2469,Letmd1,Trak2,,Krit1,,,,,
2470,Lgals3,Trank1,,Krt14,,,,,
2471,Lgi2,Trappc12,,Krt15,,,,,
2472,Lgi3,Trappc3,,Krt16,,,,,
2473,Lgmn,Trappc4,,Krt17,,,,,
2474,Lias,Trappc5,,Krt79,,,,,
2475,Lif,Trdmt1,,Krtcap2,,,,,
2476,Lilra5,Trex1,,Ktn1,,,,,
2477,Lilrb3a,Trim15,,Ky,,,,,
2478,Lilrb3l,Trim29,,Kyat3,,,,,
2479,Limd1,Trim34,,L3mbtl1,,,,,
2480,Limd2,Trim72,,LOC100125362,,,,,
2481,Lime1,Triqk,,LOC100125367,,,,,
2482,Lin7c,Trmu,,LOC100359679,,,,,
2483,Lipa,Trpc3,,LOC100359752,,,,,
2484,Litaf,Trpm6,,LOC100359924,,,,,
2485,Lix1,Trps1,,LOC100360575,,,,,
2486,Lmbrd2,Trpt1,,LOC100360856,,,,,
2487,Lmf1,Trub1,,LOC100361079,,,,,
2488,Lmf2,Tslp,,LOC100361087,,,,,
2489,Lmnb1,Tspan4,,LOC100361543,,,,,
2490,Lmo2,Tspan5,,LOC100361706,,,,,
2491,Lmo4,Tspo,,LOC100361866,,,,,
2492,Lmod1,Tspyl1,,LOC100362342,,,,,
2493,Lmod3,Tspyl2,,LOC100362814,,,,,
2494,Lmtk2,Tspyl4,,LOC100362909,,,,,
2495,Lnpk,Tsr1,,LOC100362965,,,,,
2496,Loxl1,Tssc1,,LOC100363193,,,,,
2497,Lpin3,Tssk1b,,LOC100363294,,,,,
2498,Lpl,Tstd2,,LOC100363372,,,,,
2499,Lpxn,Tsx,,LOC100364062,,,,,
2500,Lrfn4,Ttc19,,LOC100364265,,,,,
2501,Lrig2,Ttc23l,,LOC100365363,,,,,
2502,Lrmp,Ttc28,,LOC100366054,,,,,
2503,Lrp10,Ttc36,,LOC100909409,,,,,
2504,Lrp3,Ttc37,,LOC100909485,,,,,
2505,Lrr1,Ttc38,,LOC100909524,,,,,
2506,Lrrc20,Ttc7a,,LOC100909595,,,,,
2507,Lrrc25,Ttc7b,,LOC100909609,,,,,
2508,Lrrc40,Ttc9,,LOC100909612,,,,,
2509,Lrrc41,Tti1,,LOC100909688,,,,,
2510,Lrrc42,Ttll12,,LOC100909709,,,,,
2511,Lrrc56,Ttll3,,LOC100909725,,,,,
2512,Lrrc75a,Ttyh2,,LOC100909732,,,,,
2513,Lrrc8d,Tulp1,,LOC100909840,,,,,
2514,Lrrk1,Tulp2,,LOC100909857,,,,,
2515,Lrrtm3,Tulp4,,LOC100909879,,,,,
2516,Lrtomt,Twf2,,LOC100909954,,,,,
2517,Lsm1,Txnl4b,,LOC100910150,,,,,
2518,Lsm12,U11,,LOC100910196,,,,,
2519,Lsm3,U2,,LOC100910270,,,,,
2520,Lsm4,U2af1l4,,LOC100910308,,,,,
2521,Lsm5,U4atac,,LOC100910382,,,,,
2522,Lsm6,U6atac,,LOC100910401,,,,,
2523,Lsm7,Uap1,,LOC100910404,,,,,
2524,Lsm8,Uba7,,LOC100910478,,,,,
2525,Lsp1,Ubd,,LOC100910506,,,,,
2526,Lsr,Ube2i,,LOC100910540,,,,,
2527,Lst1,Ube2q2l,,LOC100910577,,,,,
2528,Lta4h,Ube4b,,LOC100910667,,,,,
2529,Ltbp4,Ubox5,,LOC100910698,,,,,
2530,Ltbr,Ubr1,,LOC100910708,,,,,
2531,Ltc4s,Uhmk1,,LOC100910725,,,,,
2532,Ltv1,Uhrf1bp1,,LOC100910732,,,,,
2533,Ly6g6c,Uhrf2,,LOC100910750,,,,,
2534,Ly6i,Unc5a,,LOC100910792,,,,,
2535,Ly86,Unc5b,,LOC100910798,,,,,
2536,Lyar,Unc5cl,,LOC100910829,,,,,
2537,Lyc2,Uprt,,LOC100910934,,,,,
2538,Lyn,Urm1,,LOC100910978,,,,,
2539,Lypd3,Uros,,LOC100910990,,,,,
2540,Lypd6,Usf3,,LOC100911027,,,,,
2541,Lypla1,Ushbp1,,LOC100911047,,,,,
2542,Lyplal1,Uso1,,LOC100911148,,,,,
2543,Lyrm4,Usp22,,LOC100911247,,,,,
2544,Lyrm9,Usp30,,LOC100911256,,,,,
2545,Lysmd1,Usp37,,LOC100911305,,,,,
2546,Lyve1,Usp39,,LOC100911313,,,,,
2547,Lyz2,Usp53,,LOC100911365,,,,,
2548,Lztr1,Utp14a,,LOC100911453,,,,,
2549,Lzts1,Utp18,,LOC100911515,,,,,
2550,Lzts2,Uvrag,,LOC100911519,,,,,
2551,MGC95210,Vamp1,,LOC100911585,,,,,
2552,Macf1,Vamp7,,LOC100911672,,,,,
2553,Mad2l1bp,Vapb,,LOC100911725,,,,,
2554,Maf1,Vash1,,LOC100911727,,,,,
2555,Mafb,Vat1,,LOC100911744,,,,,
2556,Magi1,Vat1l,,LOC100911769,,,,,
2557,Magt1,Vav1,,LOC100911776,,,,,
2558,Maip1,Vegfc,,LOC100911837,,,,,
2559,Mak16,Veph1,,LOC100911847,,,,,
2560,Malt1,Vip,,LOC100911851,,,,,
2561,Man1b1,Vipr1,,LOC100911886,,,,,
2562,Man1c1,Vipr2,,LOC100912068,,,,,
2563,Man2a1,Vom2r67,,LOC100912181,,,,,
2564,Man2a2,Vps13a,,LOC100912218,,,,,
2565,Manbal,Vps39,,LOC100912262,,,,,
